Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2009-04-02,23.47,23.47,23.47,23.47
2009-04-03,23.68,23.68,23.68,23.68
2009-04-06,23.77,23.77,23.77,23.77
2009-04-07,23.65,23.65,23.65,23.65
2009-04-08,23.87,23.87,23.87,23.87
2009-04-09,24.02,24.02,24.02,24.02
2009-04-14,24.11,24.11,24.11,24.11
2009-04-15,24.04,24.04,24.04,24.04
2009-04-16,24.1,24.1,24.1,24.1
2009-04-17,23.99,23.99,23.99,23.99
2009-04-20,23.87,23.87,23.87,23.87
2009-04-21,23.83,23.83,23.83,23.83
2009-04-22,23.91,23.91,23.91,23.91
2009-04-23,24.02,24.02,24.02,24.02
2009-04-24,24.08,24.08,24.08,24.08
2009-04-27,24.09,24.09,24.09,24.09
2009-04-28,23.96,23.96,23.96,23.96
2009-04-29,24.14,24.14,24.14,24.14
2009-04-30,24.31,24.31,24.31,24.31
2009-05-04,24.47,24.47,24.47,24.47
2009-05-05,24.51,24.51,24.51,24.51
2009-05-06,24.52,24.52,24.52,24.52
2009-05-07,24.56,24.56,24.56,24.56
2009-05-08,24.42,24.42,24.42,24.42
2009-05-11,24.37,24.37,24.37,24.37
2009-05-12,24.5,24.5,24.5,24.5
2009-05-13,24.43,24.43,24.43,24.43
2009-05-14,24.29,24.29,24.29,24.29
2009-05-15,24.35,24.35,24.35,24.35
2009-05-18,24.42,24.42,24.42,24.42
2009-05-19,24.59,24.59,24.59,24.59
2009-05-20,24.65,24.65,24.65,24.65
2009-05-21,24.54,24.54,24.54,24.54
2009-05-22,24.44,24.44,24.44,24.44
2009-05-25,24.39,24.39,24.39,24.39
2009-05-26,24.35,24.35,24.35,24.35
2009-05-27,24.53,24.53,24.53,24.53
2009-05-28,24.49,24.49,24.49,24.49
2009-05-29,24.51,24.51,24.51,24.51
2009-06-01,24.7,24.7,24.7,24.7
2009-06-02,24.89,24.89,24.89,24.89
2009-06-03,24.91,24.91,24.91,24.91
2009-06-04,24.92,24.92,24.92,24.92
2009-06-05,24.97,24.97,24.97,24.97
2009-06-08,24.84,24.84,24.84,24.84
2009-06-09,24.91,24.91,24.91,24.91
2009-06-10,25.06,25.06,25.06,25.06
2009-06-12,25.07,25.07,25.07,25.07
2009-06-15,25.05,25.05,25.05,25.05
2009-06-16,25,25,25,25
2009-06-17,24.92,24.92,24.92,24.92
2009-06-18,24.83,24.83,24.83,24.83
2009-06-19,24.9,24.9,24.9,24.9
2009-06-22,24.74,24.74,24.74,24.74
2009-06-23,24.61,24.61,24.61,24.61
2009-06-24,24.71,24.71,24.71,24.71
2009-06-25,24.68,24.68,24.68,24.68
2009-06-26,24.77,24.77,24.77,24.77
2009-06-29,24.81,24.81,24.81,24.81
2009-06-30,24.89,24.89,24.89,24.89
2009-07-01,24.88,24.88,24.88,24.88
2009-07-02,24.85,24.85,24.85,24.85
2009-07-03,24.79,24.79,24.79,24.79
2009-07-07,24.76,24.76,24.76,24.76
2009-07-08,24.73,24.73,24.73,24.73
2009-07-09,24.81,24.81,24.81,24.81
2009-07-10,24.75,24.75,24.75,24.75
2009-07-13,24.73,24.73,24.73,24.73
2009-07-14,24.96,24.96,24.96,24.96
2009-07-15,25.15,25.15,25.15,25.15
2009-07-16,25.2,25.2,25.2,25.2
2009-07-17,25.18,25.18,25.18,25.18
2009-07-20,25.35,25.35,25.35,25.35
2009-07-21,25.47,25.47,25.47,25.47
2009-07-22,25.45,25.45,25.45,25.45
2009-07-23,25.54,25.54,25.54,25.54
2009-07-24,25.69,25.69,25.69,25.69
2009-07-27,25.71,25.71,25.71,25.71
2009-07-28,25.63,25.63,25.63,25.63
2009-07-29,25.61,25.61,25.61,25.61
2009-07-30,25.79,25.79,25.79,25.79
2009-07-31,25.96,25.96,25.96,25.96
2009-08-03,26.06,26.06,26.06,26.06
2009-08-04,25.97,25.97,25.97,25.97
2009-08-05,25.97,25.97,25.97,25.97
2009-08-06,25.89,25.89,25.89,25.89
2009-08-07,25.92,25.92,25.92,25.92
2009-08-10,26.06,26.06,26.06,26.06
2009-08-11,26.08,26.08,26.08,26.08
2009-08-12,25.89,25.89,25.89,25.89
2009-08-13,26.08,26.08,26.08,26.08
2009-08-14,26.11,26.11,26.11,26.11
2009-08-17,25.86,25.86,25.86,25.86
2009-08-18,25.92,25.92,25.92,25.92
2009-08-19,25.94,25.94,25.94,25.94
2009-08-20,26.19,26.19,26.19,26.19
2009-08-21,26.44,26.44,26.44,26.44
2009-08-24,26.67,26.67,26.67,26.67
2009-08-25,26.71,26.71,26.71,26.71
2009-08-26,26.64,26.64,26.64,26.64
2009-08-27,26.64,26.64,26.64,26.64
2009-08-28,26.67,26.67,26.67,26.67
2009-08-31,26.55,26.55,26.55,26.55
2009-09-01,26.42,26.42,26.42,26.42
2009-09-02,26.21,26.21,26.21,26.21
2009-09-03,26.23,26.23,26.23,26.23
2009-09-04,26.27,26.27,26.27,26.27
2009-09-07,26.39,26.39,26.39,26.39
2009-09-08,26.47,26.47,26.47,26.47
2009-09-09,26.43,26.43,26.43,26.43
2009-09-10,26.42,26.42,26.42,26.42
2009-09-11,26.3,26.3,26.3,26.3
2009-09-14,26.1,26.1,26.1,26.1
2009-09-15,26.13,26.13,26.13,26.13
2009-09-16,26.31,26.31,26.31,26.31
2009-09-17,26.39,26.39,26.39,26.39
2009-09-18,26.34,26.34,26.34,26.34
2009-09-21,26.35,26.35,26.35,26.35
2009-09-22,26.54,26.54,26.54,26.54
2009-09-23,26.71,26.71,26.71,26.71
2009-09-24,26.69,26.69,26.69,26.69
2009-09-25,26.66,26.66,26.66,26.66
2009-09-28,26.68,26.68,26.68,26.68
2009-09-29,26.65,26.65,26.65,26.65
2009-09-30,26.59,26.59,26.59,26.59
2009-10-01,26.61,26.61,26.61,26.61
2009-10-02,26.46,26.46,26.46,26.46
2009-10-05,26.46,26.46,26.46,26.46
2009-10-06,26.62,26.62,26.62,26.62
2009-10-07,26.62,26.62,26.62,26.62
2009-10-08,26.63,26.63,26.63,26.63
2009-10-09,26.64,26.64,26.64,26.64
2009-10-12,26.68,26.68,26.68,26.68
2009-10-13,26.63,26.63,26.63,26.63
2009-10-14,26.83,26.83,26.83,26.83
2009-10-15,26.87,26.87,26.87,26.87
2009-10-16,26.83,26.83,26.83,26.83
2009-10-19,26.92,26.92,26.92,26.92
2009-10-20,27.03,27.03,27.03,27.03
2009-10-21,27.03,27.03,27.03,27.03
2009-10-22,27.03,27.03,27.03,27.03
2009-10-23,27.17,27.17,27.17,27.17
2009-10-26,27.1,27.1,27.1,27.1
2009-10-27,26.97,26.97,26.97,26.97
2009-10-28,26.85,26.85,26.85,26.85
2009-10-29,26.79,26.79,26.79,26.79
2009-10-30,26.87,26.87,26.87,26.87
2009-11-03,26.67,26.67,26.67,26.67
2009-11-04,26.73,26.73,26.73,26.73
2009-11-05,26.82,26.82,26.82,26.82
2009-11-06,26.9,26.9,26.9,26.9
2009-11-09,27.05,27.05,27.05,27.05
2009-11-10,27.14,27.14,27.14,27.14
2009-11-12,27.17,27.17,27.17,27.17
2009-11-13,27.14,27.14,27.14,27.14
2009-11-16,27.3,27.3,27.3,27.3
2009-11-17,27.31,27.31,27.31,27.31
2009-11-18,27.23,27.23,27.23,27.23
2009-11-19,27.04,27.04,27.04,27.04
2009-11-20,27.04,27.04,27.04,27.04
2009-11-23,27.2,27.2,27.2,27.2
2009-11-24,27.2,27.2,27.2,27.2
2009-11-25,27.21,27.21,27.21,27.21
2009-11-26,27.07,27.07,27.07,27.07
2009-11-27,26.91,26.91,26.91,26.91
2009-11-30,27.07,27.07,27.07,27.07
2009-12-01,27.2,27.2,27.2,27.2
2009-12-02,27.22,27.22,27.22,27.22
2009-12-03,27.28,27.28,27.28,27.28
2009-12-04,27.31,27.31,27.31,27.31
2009-12-07,27.33,27.33,27.33,27.33
2009-12-08,27.25,27.25,27.25,27.25
2009-12-09,27.09,27.09,27.09,27.09
2009-12-10,27.08,27.08,27.08,27.08
2009-12-11,27.1,27.1,27.1,27.1
2009-12-14,27.17,27.17,27.17,27.17
2009-12-15,27.16,27.16,27.16,27.16
2009-12-16,27.22,27.22,27.22,27.22
2009-12-17,27.16,27.16,27.16,27.16
2009-12-18,27.13,27.13,27.13,27.13
2009-12-21,27.17,27.17,27.17,27.17
2009-12-22,27.24,27.24,27.24,27.24
2009-12-23,27.24,27.24,27.24,27.24
2009-12-28,27.32,27.32,27.32,27.32
2009-12-29,27.34,27.34,27.34,27.34
2009-12-30,27.32,27.32,27.32,27.32
2009-12-31,27.31,27.31,27.31,27.31
2010-01-04,27.42,27.42,27.42,27.42
2010-01-05,27.54,27.54,27.54,27.54
2010-01-06,27.57,27.57,27.57,27.57
2010-01-07,27.54,27.54,27.54,27.54
2010-01-08,27.59,27.59,27.59,27.59
2010-01-11,27.68,27.68,27.68,27.68
2010-01-12,27.64,27.64,27.64,27.64
2010-01-13,27.64,27.64,27.64,27.64
2010-01-14,27.64,27.64,27.64,27.64
2010-01-15,27.66,27.66,27.66,27.66
2010-01-18,27.7,27.7,27.7,27.7
2010-01-19,27.73,27.73,27.73,27.73
2010-01-20,27.82,27.82,27.82,27.82
2010-01-21,27.73,27.73,27.73,27.73
2010-01-22,27.59,27.59,27.59,27.59
2010-01-25,27.58,27.58,27.58,27.58
2010-01-26,27.46,27.46,27.46,27.46
2010-01-27,27.49,27.49,27.49,27.49
2010-01-28,27.51,27.51,27.51,27.51
2010-01-29,27.48,27.48,27.48,27.48
2010-02-01,27.51,27.51,27.51,27.51
2010-02-02,27.54,27.54,27.54,27.54
2010-02-03,27.57,27.57,27.57,27.57
2010-02-04,27.41,27.41,27.41,27.41
2010-02-05,27.08,27.08,27.08,27.08
2010-02-08,27.05,27.05,27.05,27.05
2010-02-09,27.09,27.09,27.09,27.09
2010-02-10,27.17,27.17,27.17,27.17
2010-02-11,27.07,27.07,27.07,27.07
2010-02-12,27.12,27.12,27.12,27.12
2010-02-15,27.24,27.24,27.24,27.24
2010-02-16,27.25,27.25,27.25,27.25
2010-02-17,27.34,27.34,27.34,27.34
2010-02-18,27.29,27.29,27.29,27.29
2010-02-19,27.28,27.28,27.28,27.28
2010-02-22,27.34,27.34,27.34,27.34
2010-02-23,27.31,27.31,27.31,27.31
2010-02-24,27.24,27.24,27.24,27.24
2010-02-25,27.24,27.24,27.24,27.24
2010-02-26,27.29,27.29,27.29,27.29
2010-03-01,27.41,27.41,27.41,27.41
2010-03-02,27.53,27.53,27.53,27.53
2010-03-03,27.57,27.57,27.57,27.57
2010-03-04,27.59,27.59,27.59,27.59
2010-03-05,27.64,27.64,27.64,27.64
2010-03-08,27.74,27.74,27.74,27.74
2010-03-09,27.74,27.74,27.74,27.74
2010-03-10,27.89,27.89,27.89,27.89
2010-03-11,27.92,27.92,27.92,27.92
2010-03-12,27.98,27.98,27.98,27.98
2010-03-15,27.95,27.95,27.95,27.95
2010-03-16,28.07,28.07,28.07,28.07
2010-03-17,28.22,28.22,28.22,28.22
2010-03-18,28.18,28.18,28.18,28.18
2010-03-19,28.17,28.17,28.17,28.17
2010-03-22,28.09,28.09,28.09,28.09
2010-03-23,28.21,28.21,28.21,28.21
2010-03-24,28.23,28.23,28.23,28.23
2010-03-25,28.33,28.33,28.33,28.33
2010-03-29,28.39,28.39,28.39,28.39
2010-03-30,28.41,28.41,28.41,28.41
2010-03-31,28.42,28.42,28.42,28.42
2010-04-01,28.53,28.53,28.53,28.53
2010-04-06,28.63,28.63,28.63,28.63
2010-04-07,28.58,28.58,28.58,28.58
2010-04-08,28.42,28.42,28.42,28.42
2010-04-09,28.53,28.53,28.53,28.53
2010-04-12,28.59,28.59,28.59,28.59
2010-04-13,28.67,28.67,28.67,28.67
2010-04-14,28.75,28.75,28.75,28.75
2010-04-15,28.78,28.78,28.78,28.78
2010-04-16,28.78,28.78,28.78,28.78
2010-04-19,28.53,28.53,28.53,28.53
2010-04-20,28.63,28.63,28.63,28.63
2010-04-21,28.69,28.69,28.69,28.69
2010-04-22,28.54,28.54,28.54,28.54
2010-04-23,28.52,28.52,28.52,28.52
2010-04-26,28.7,28.7,28.7,28.7
2010-04-27,28.62,28.62,28.62,28.62
2010-04-28,28.37,28.37,28.37,28.37
2010-04-29,28.5,28.5,28.5,28.5
2010-04-30,28.67,28.67,28.67,28.67
2010-05-04,28.42,28.42,28.42,28.42
2010-05-05,28.12,28.12,28.12,28.12
2010-05-06,28.05,28.05,28.05,28.05
2010-05-07,27.81,27.81,27.81,27.81
2010-05-10,28.25,28.25,28.25,28.25
2010-05-11,28.26,28.26,28.26,28.26
2010-05-12,28.34,28.34,28.34,28.34
2010-05-13,28.39,28.39,28.39,28.39
2010-05-14,28.24,28.24,28.24,28.24
2010-05-17,28.19,28.19,28.19,28.19
2010-05-18,28.32,28.32,28.32,28.32
2010-05-19,28.07,28.07,28.07,28.07
2010-05-20,27.89,27.89,27.89,27.89
2010-05-21,27.72,27.72,27.72,27.72
2010-05-24,27.85,27.85,27.85,27.85
2010-05-25,27.61,27.61,27.61,27.61
2010-05-26,27.91,27.91,27.91,27.91
2010-05-27,28.08,28.08,28.08,28.08
2010-05-28,28.22,28.22,28.22,28.22
2010-05-31,28.26,28.26,28.26,28.26
2010-06-01,28.13,28.13,28.13,28.13
2010-06-02,28.14,28.14,28.14,28.14
2010-06-04,28.05,28.05,28.05,28.05
2010-06-07,27.89,27.89,27.89,27.89
2010-06-08,27.89,27.89,27.89,27.89
2010-06-09,27.94,27.94,27.94,27.94
2010-06-10,28.03,28.03,28.03,28.03
2010-06-11,28.1,28.1,28.1,28.1
2010-06-14,28.2,28.2,28.2,28.2
2010-06-15,28.21,28.21,28.21,28.21
2010-06-16,28.24,28.24,28.24,28.24
2010-06-17,28.18,28.18,28.18,28.18
2010-06-18,28.08,28.08,28.08,28.08
2010-06-21,28.2,28.2,28.2,28.2
2010-06-22,28.14,28.14,28.14,28.14
2010-06-23,28.04,28.04,28.04,28.04
2010-06-24,27.92,27.92,27.92,27.92
2010-06-25,27.93,27.93,27.93,27.93
2010-06-28,27.95,27.95,27.95,27.95
2010-06-29,27.81,27.81,27.81,27.81
2010-06-30,27.8,27.8,27.8,27.8
2010-07-01,27.77,27.77,27.77,27.77
2010-07-02,27.87,27.87,27.87,27.87
2010-07-05,27.92,27.92,27.92,27.92
2010-07-06,28.02,28.02,28.02,28.02
2010-07-07,28.04,28.04,28.04,28.04
2010-07-08,28.14,28.14,28.14,28.14
2010-07-09,28.06,28.06,28.06,28.06
2010-07-12,28.15,28.15,28.15,28.15
2010-07-13,28.21,28.21,28.21,28.21
2010-07-14,28.28,28.28,28.28,28.28
2010-07-15,28.28,28.28,28.28,28.28
2010-07-16,28.27,28.27,28.27,28.27
2010-07-19,28.19,28.19,28.19,28.19
2010-07-20,28.17,28.17,28.17,28.17
2010-07-21,28.29,28.29,28.29,28.29
2010-07-22,28.42,28.42,28.42,28.42
2010-07-23,28.51,28.51,28.51,28.51
2010-07-26,28.57,28.57,28.57,28.57
2010-07-27,28.63,28.63,28.63,28.63
2010-07-28,28.6,28.6,28.6,28.6
2010-07-29,28.62,28.62,28.62,28.62
2010-07-30,28.53,28.53,28.53,28.53
2010-08-02,28.7,28.7,28.7,28.7
2010-08-03,28.77,28.77,28.77,28.77
2010-08-04,28.78,28.78,28.78,28.78
2010-08-05,28.82,28.82,28.82,28.82
2010-08-06,28.8,28.8,28.8,28.8
2010-08-09,28.77,28.77,28.77,28.77
2010-08-10,28.66,28.66,28.66,28.66
2010-08-11,28.56,28.56,28.56,28.56
2010-08-12,28.54,28.54,28.54,28.54
2010-08-13,28.57,28.57,28.57,28.57
2010-08-16,28.61,28.61,28.61,28.61
2010-08-17,28.73,28.73,28.73,28.73
2010-08-18,28.75,28.75,28.75,28.75
2010-08-19,28.76,28.76,28.76,28.76
2010-08-20,28.75,28.75,28.75,28.75
2010-08-23,28.83,28.83,28.83,28.83
2010-08-24,28.7,28.7,28.7,28.7
2010-08-25,28.66,28.66,28.66,28.66
2010-08-26,28.67,28.67,28.67,28.67
2010-08-27,28.69,28.69,28.69,28.69
2010-08-30,28.72,28.72,28.72,28.72
2010-08-31,28.62,28.62,28.62,28.62
2010-09-01,28.73,28.73,28.73,28.73
2010-09-02,28.81,28.81,28.81,28.81
2010-09-03,28.81,28.81,28.81,28.81
2010-09-06,28.84,28.84,28.84,28.84
2010-09-07,28.87,28.87,28.87,28.87
2010-09-08,28.96,28.96,28.96,28.96
2010-09-09,29.04,29.04,29.04,29.04
2010-09-10,29.04,29.04,29.04,29.04
2010-09-13,29.14,29.14,29.14,29.14
2010-09-14,29.13,29.13,29.13,29.13
2010-09-15,29.15,29.15,29.15,29.15
2010-09-16,29.16,29.16,29.16,29.16
2010-09-17,29.15,29.15,29.15,29.15
2010-09-20,29.16,29.16,29.16,29.16
2010-09-21,29.28,29.28,29.28,29.28
2010-09-22,29.27,29.27,29.27,29.27
2010-09-23,29.23,29.23,29.23,29.23
2010-09-24,29.28,29.28,29.28,29.28
2010-09-27,29.36,29.36,29.36,29.36
2010-09-28,29.28,29.28,29.28,29.28
2010-09-29,29.29,29.29,29.29,29.29
2010-09-30,29.36,29.36,29.36,29.36
2010-10-01,29.42,29.42,29.42,29.42
2010-10-04,29.42,29.42,29.42,29.42
2010-10-05,29.51,29.51,29.51,29.51
2010-10-06,29.63,29.63,29.63,29.63
2010-10-07,29.59,29.59,29.59,29.59
2010-10-08,29.52,29.52,29.52,29.52
2010-10-11,29.56,29.56,29.56,29.56
2010-10-12,29.53,29.53,29.53,29.53
2010-10-13,29.65,29.65,29.65,29.65
2010-10-14,29.66,29.66,29.66,29.66
2010-10-15,29.6,29.6,29.6,29.6
2010-10-18,29.55,29.55,29.55,29.55
2010-10-19,29.51,29.51,29.51,29.51
2010-10-20,29.46,29.46,29.46,29.46
2010-10-21,29.56,29.56,29.56,29.56
2010-10-22,29.54,29.54,29.54,29.54
2010-10-25,29.62,29.62,29.62,29.62
2010-10-26,29.53,29.53,29.53,29.53
2010-10-27,29.61,29.61,29.61,29.61
2010-10-28,29.66,29.66,29.66,29.66
2010-10-29,29.66,29.66,29.66,29.66
2010-11-02,29.75,29.75,29.75,29.75
2010-11-03,29.77,29.77,29.77,29.77
2010-11-04,29.87,29.87,29.87,29.87
2010-11-05,29.9,29.9,29.9,29.9
2010-11-08,29.92,29.92,29.92,29.92
2010-11-09,30,30,30,30
2010-11-10,29.98,29.98,29.98,29.98
2010-11-12,29.89,29.89,29.89,29.89
2010-11-15,29.95,29.95,29.95,29.95
2010-11-16,29.8,29.8,29.8,29.8
2010-11-17,29.72,29.72,29.72,29.72
2010-11-18,29.75,29.75,29.75,29.75
2010-11-19,29.66,29.66,29.66,29.66
2010-11-22,29.65,29.65,29.65,29.65
2010-11-23,29.57,29.57,29.57,29.57
2010-11-24,29.57,29.57,29.57,29.57
2010-11-25,29.58,29.58,29.58,29.58
2010-11-26,29.41,29.41,29.41,29.41
2010-11-29,29.38,29.38,29.38,29.38
2010-11-30,29.42,29.42,29.42,29.42
2010-12-01,29.56,29.56,29.56,29.56
2010-12-02,29.71,29.71,29.71,29.71
2010-12-03,29.78,29.78,29.78,29.78
2010-12-06,29.85,29.85,29.85,29.85
2010-12-07,29.98,29.98,29.98,29.98
2010-12-08,29.96,29.96,29.96,29.96
2010-12-09,29.98,29.98,29.98,29.98
2010-12-10,29.97,29.97,29.97,29.97
2010-12-13,30,30,30,30
2010-12-14,30.01,30.01,30.01,30.01
2010-12-15,30.04,30.04,30.04,30.04
2010-12-16,30.04,30.04,30.04,30.04
2010-12-17,30.05,30.05,30.05,30.05
2010-12-20,30.03,30.03,30.03,30.03
2010-12-21,30.08,30.08,30.08,30.08
2010-12-22,30.11,30.11,30.11,30.11
2010-12-23,30.09,30.09,30.09,30.09
2010-12-27,30.06,30.06,30.06,30.06
2010-12-28,30.07,30.07,30.07,30.07
2010-12-29,30.08,30.08,30.08,30.08
2010-12-30,30.08,30.08,30.08,30.08
2010-12-31,30.02,30.02,30.02,30.02
2011-01-03,30.07,30.07,30.07,30.07
2011-01-04,30.06,30.06,30.06,30.06
2011-01-05,29.86,29.86,29.86,29.86
2011-01-07,29.84,29.84,29.84,29.84
2011-01-10,29.68,29.68,29.68,29.68
2011-01-11,29.75,29.75,29.75,29.75
2011-01-12,29.86,29.86,29.86,29.86
2011-01-13,29.89,29.89,29.89,29.89
2011-01-14,29.84,29.84,29.84,29.84
2011-01-17,29.88,29.88,29.88,29.88
2011-01-18,30.02,30.02,30.02,30.02
2011-01-19,30.05,30.05,30.05,30.05
2011-01-20,29.92,29.92,29.92,29.92
2011-01-21,29.9,29.9,29.9,29.9
2011-01-24,29.84,29.84,29.84,29.84
2011-01-25,29.87,29.87,29.87,29.87
2011-01-26,29.9,29.9,29.9,29.9
2011-01-27,29.86,29.86,29.86,29.86
2011-01-28,29.85,29.85,29.85,29.85
2011-01-31,29.7,29.7,29.7,29.7
2011-02-01,29.91,29.91,29.91,29.91
2011-02-02,30,30,30,30
2011-02-03,29.97,29.97,29.97,29.97
2011-02-04,29.99,29.99,29.99,29.99
2011-02-07,30.01,30.01,30.01,30.01
2011-02-08,30.01,30.01,30.01,30.01
2011-02-09,29.97,29.97,29.97,29.97
2011-02-10,29.85,29.85,29.85,29.85
2011-02-11,29.87,29.87,29.87,29.87
2011-02-14,29.94,29.94,29.94,29.94
2011-02-15,29.89,29.89,29.89,29.89
2011-02-16,29.84,29.84,29.84,29.84
2011-02-17,29.78,29.78,29.78,29.78
2011-02-18,29.7,29.7,29.7,29.7
2011-02-21,29.74,29.74,29.74,29.74
2011-02-22,29.69,29.69,29.69,29.69
2011-02-23,29.75,29.75,29.75,29.75
2011-02-24,29.71,29.71,29.71,29.71
2011-02-25,29.8,29.8,29.8,29.8
2011-02-28,29.91,29.91,29.91,29.91
2011-03-01,29.91,29.91,29.91,29.91
2011-03-02,29.86,29.86,29.86,29.86
2011-03-03,30.06,30.06,30.06,30.06
2011-03-04,30.14,30.14,30.14,30.14
2011-03-07,30.2,30.2,30.2,30.2
2011-03-08,30.16,30.16,30.16,30.16
2011-03-09,30.16,30.16,30.16,30.16
2011-03-10,30.1,30.1,30.1,30.1
2011-03-11,30,30,30,30
2011-03-14,30.05,30.05,30.05,30.05
2011-03-15,29.89,29.89,29.89,29.89
2011-03-16,29.97,29.97,29.97,29.97
2011-03-17,30.03,30.03,30.03,30.03
2011-03-18,30.11,30.11,30.11,30.11
2011-03-21,30.2,30.2,30.2,30.2
2011-03-22,30.14,30.14,30.14,30.14
2011-03-23,30.12,30.12,30.12,30.12
2011-03-24,30.14,30.14,30.14,30.14
2011-03-28,30.3,30.3,30.3,30.3
2011-03-29,30.29,30.29,30.29,30.29
2011-03-30,30.37,30.37,30.37,30.37
2011-03-31,30.35,30.35,30.35,30.35
2011-04-01,30.44,30.44,30.44,30.44
2011-04-04,30.56,30.56,30.56,30.56
2011-04-05,30.56,30.56,30.56,30.56
2011-04-06,30.7,30.7,30.7,30.7
2011-04-07,30.72,30.72,30.72,30.72
2011-04-08,30.73,30.73,30.73,30.73
2011-04-11,30.66,30.66,30.66,30.66
2011-04-12,30.62,30.62,30.62,30.62
2011-04-13,30.66,30.66,30.66,30.66
2011-04-14,30.63,30.63,30.63,30.63
2011-04-15,30.66,30.66,30.66,30.66
2011-04-18,30.57,30.57,30.57,30.57
2011-04-19,30.56,30.56,30.56,30.56
2011-04-20,30.71,30.71,30.71,30.71
2011-04-21,30.71,30.71,30.71,30.71
2011-04-26,30.72,30.72,30.72,30.72
2011-04-27,30.7,30.7,30.7,30.7
2011-04-28,30.7,30.7,30.7,30.7
2011-04-29,30.7,30.7,30.7,30.7
2011-05-02,30.7,30.7,30.7,30.7
2011-05-04,30.63,30.63,30.63,30.63
2011-05-05,30.57,30.57,30.57,30.57
2011-05-06,30.58,30.58,30.58,30.58
2011-05-09,30.58,30.58,30.58,30.58
2011-05-10,30.58,30.58,30.58,30.58
2011-05-11,30.57,30.57,30.57,30.57
2011-05-12,30.41,30.41,30.41,30.41
2011-05-13,30.42,30.42,30.42,30.42
2011-05-16,30.4,30.4,30.4,30.4
2011-05-17,30.37,30.37,30.37,30.37
2011-05-18,30.4,30.4,30.4,30.4
2011-05-19,30.48,30.48,30.48,30.48
2011-05-20,30.51,30.51,30.51,30.51
2011-05-23,30.34,30.34,30.34,30.34
2011-05-24,30.4,30.4,30.4,30.4
2011-05-25,30.47,30.47,30.47,30.47
2011-05-26,30.56,30.56,30.56,30.56
2011-05-27,30.6,30.6,30.6,30.6
2011-05-30,30.65,30.65,30.65,30.65
2011-05-31,30.77,30.77,30.77,30.77
2011-06-01,30.8,30.8,30.8,30.8
2011-06-02,30.78,30.78,30.78,30.78
2011-06-03,30.75,30.75,30.75,30.75
2011-06-06,30.72,30.72,30.72,30.72
2011-06-07,30.78,30.78,30.78,30.78
2011-06-08,30.76,30.76,30.76,30.76
2011-06-09,30.75,30.75,30.75,30.75
2011-06-10,30.76,30.76,30.76,30.76
2011-06-13,30.74,30.74,30.74,30.74
2011-06-14,30.78,30.78,30.78,30.78
2011-06-15,30.74,30.74,30.74,30.74
2011-06-16,30.65,30.65,30.65,30.65
2011-06-17,30.7,30.7,30.7,30.7
2011-06-20,30.67,30.67,30.67,30.67
2011-06-21,30.66,30.66,30.66,30.66
2011-06-22,30.63,30.63,30.63,30.63
2011-06-24,30.58,30.58,30.58,30.58
2011-06-27,30.48,30.48,30.48,30.48
2011-06-28,30.46,30.46,30.46,30.46
2011-06-29,30.57,30.57,30.57,30.57
2011-06-30,30.63,30.63,30.63,30.63
2011-07-01,30.62,30.62,30.62,30.62
2011-07-04,30.69,30.69,30.69,30.69
2011-07-05,30.67,30.67,30.67,30.67
2011-07-06,30.6,30.6,30.6,30.6
2011-07-07,30.7,30.7,30.7,30.7
2011-07-08,30.72,30.72,30.72,30.72
2011-07-11,30.56,30.56,30.56,30.56
2011-07-12,30.35,30.35,30.35,30.35
2011-07-13,30.49,30.49,30.49,30.49
2011-07-14,30.48,30.48,30.48,30.48
2011-07-15,30.45,30.45,30.45,30.45
2011-07-18,30.28,30.28,30.28,30.28
2011-07-19,30.21,30.21,30.21,30.21
2011-07-20,30.25,30.25,30.25,30.25
2011-07-21,30.24,30.24,30.24,30.24
2011-07-22,30.37,30.37,30.37,30.37
2011-07-25,30.35,30.35,30.35,30.35
2011-07-26,30.33,30.33,30.33,30.33
2011-07-27,30.25,30.25,30.25,30.25
2011-07-28,30.2,30.2,30.2,30.2
2011-07-29,30.24,30.24,30.24,30.24
2011-08-01,30.34,30.34,30.34,30.34
2011-08-02,30.19,30.19,30.19,30.19
2011-08-03,29.86,29.86,29.86,29.86
2011-08-04,29.55,29.55,29.55,29.55
2011-08-05,29.12,29.12,29.12,29.12
2011-08-08,28.91,28.91,28.91,28.91
2011-08-09,28.45,28.45,28.45,28.45
2011-08-10,28.33,28.33,28.33,28.33
2011-08-11,27.95,27.95,27.95,27.95
2011-08-12,28.51,28.51,28.51,28.51
2011-08-16,28.7,28.7,28.7,28.7
2011-08-17,28.93,28.93,28.93,28.93
2011-08-18,28.5,28.5,28.5,28.5
2011-08-19,28.31,28.31,28.31,28.31
2011-08-22,28.57,28.57,28.57,28.57
2011-08-23,28.67,28.67,28.67,28.67
2011-08-24,28.65,28.65,28.65,28.65
2011-08-25,28.67,28.67,28.67,28.67
2011-08-26,28.64,28.64,28.64,28.64
2011-08-29,28.86,28.86,28.86,28.86
2011-08-30,29.08,29.08,29.08,29.08
2011-08-31,29.32,29.32,29.32,29.32
2011-09-01,29.2,29.2,29.2,29.2
2011-09-02,28.99,28.99,28.99,28.99
2011-09-05,28.72,28.72,28.72,28.72
2011-09-06,28.71,28.71,28.71,28.71
